name,brand,description,product_page_url,image_url
BATTERIA ALCALINA - TRANSISTOR,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4540/desc/,/images/maurer_prodotti/BATTERIAALCALINA-TRANSISTOR.webp
BATTERIE ALCALINE - MEZZATORCIA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4538/desc/,/images/maurer_prodotti/BATTERIEALCALINE-MEZZATORCIA.webp
BATTERIE ALCALINE - TORCIA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4539/desc/,/images/maurer_prodotti/BATTERIEALCALINE-TORCIA.webp
TORCIA LED CON ZOOM,maurer,display box torce cod. 80712,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5054/desc/,/images/maurer_prodotti/TORCIALEDCONZOOM.webp
TORCIA LED IN ALLUMINIO,maurer,LED: 2W 90 Lumen funziona con 3 batterie di tipo AAA (non incluse),https://maurer.ferritalia.it/dettaglio-prodotto/modello/5401/desc/,/images/maurer_prodotti/TORCIALEDINALLUMINIO.webp
ESPOSITORE TORCIA LED IN ALLUMINIO,maurer,display box torce cod. 99016,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1598/desc/,/images/maurer_prodotti/ESPOSITORETORCIALEDINALLUMINIO.webp
TORCIA A LED CON ZOOM,maurer,con funzione ZOOM per regolare il fascio luminoso batterie non incluse,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3140/desc/,/images/maurer_prodotti/TORCIAALEDCONZOOM.webp
TORCIA LED,maurer,LED: 1W 55 Lumen Funziona con 2 batterie AA (non incluse) rivestimento in gomma morbida antiscivolo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5403/desc/,/images/maurer_prodotti/TORCIALED.webp
TORCIA LED IN ALLUMINIO CON ZOOM,maurer,"Luce laser LED: 800 lumen 3 modalità di illuminazione (luce forte, luce bassa, intermittenza) batteria al litio: 3000mAh tempo di funzionamento: 3,5-10h tempo di ricarica: 5,5h con funzione ZOOM per regolare il fascio luminoso con profondità fino a 300m corpo in alluminio e gomma con inserti fluorescenti funzione power bank ricaricabile con cavo USB-C (incluso)",https://maurer.ferritalia.it/dettaglio-prodotto/modello/6094/desc/,/images/maurer_prodotti/TORCIALEDINALLUMINIOCONZOOM.webp
LAMPADA LED DIMMERABILE,maurer,"LED: 3 watt 220 lumen appendibile con gancio a scomparsa, calamita o adesivo a strappo funziona con 3 batterie di tipo AAA (non incluse)",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5424/desc/,/images/maurer_prodotti/LAMPADALEDDIMMERABILE.webp
LAMPADA LED PER ARMADI,maurer,corpo alluminio 3 modalità di funzionamento: ON / OFF / Auto (sensore di movimento) tempo accensione sensore di movimento 30 sec. batteria LITIO integrata ricaricabile con cavo USB-C (incluso) montaggio con supporto di metallo e magneti,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6093/desc/,/images/maurer_prodotti/LAMPADALEDPERARMADI.webp
LAMPADA LED PER ARMADIO,maurer,batterie non incluse,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3146/desc/,/images/maurer_prodotti/LAMPADALEDPERARMADIO.webp
LAMPADA LED DA PARETE,maurer,con magnete batterie non incluse,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3638/desc/,/images/maurer_prodotti/LAMPADALEDDAPARETE.webp
LUCE NOTTURNA,maurer,a 3 led con sensore crepuscolare collegamento alla presa di corrente 230V,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2105/desc/,/images/maurer_prodotti/LUCENOTTURNA.webp
TORCIA LED GIREVOLE 360°,maurer,luce frontale ampia: 400 lumen luce superiore: 60 lumen interruttore con dimmer una potente calamita sul fondo con gancio a scomparsa pieghevole a 270° e testa girevole a 360° batteria litio 2000mAh integrata ricaricabile via USB indicatore di carica luminoso tempo di ricarica: 4h tempo di funzionamento: 4h - 10h,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5056/desc/,/images/maurer_prodotti/TORCIALEDGIREVOLE360.webp
TORCIA MAGNETICA - 24+4 LED,maurer,led alta luminosità calamita posteriore gancio girevole a scomparsa,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3025/desc/,/images/maurer_prodotti/TORCIAMAGNETICA-244LED.webp
TORCIA A LED - MAGNETICA,maurer,LED: 260 Lumen potenti calamite sul lato posteriore funziona con 4 batterie AA (non incluse),https://maurer.ferritalia.it/dettaglio-prodotto/modello/5405/desc/,/images/maurer_prodotti/TORCIAALED-MAGNETICA.webp
TORCIA A LED PIEGHEVOLE - MAGNETICA,maurer,ampia luce frontale 210 lumen + luce superiore 20 lumen una potente calamita sul fondo con gancio girevole a scomparsa funziona con 3 batterie di tipo AAA (non incluse),https://maurer.ferritalia.it/dettaglio-prodotto/modello/4882/desc/,/images/maurer_prodotti/TORCIAALEDPIEGHEVOLE-MAGNETICA.webp
LANTERNA DA CAMPEGGIO,maurer,"batteria ricaricabile con USB (cavo incluso): Litio 18650 - 1200mAh quando la batteria al litio è scarica, può funzionare anche con 3 batterie AA (non incluse) dimmerabile",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5824/desc/,/images/maurer_prodotti/LANTERNADACAMPEGGIO.webp
TORCIA LED MULTIFUNZIONE,maurer,led alta luminosità funzioni torcia e lanterna batteria non inclusa,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1908/desc/,/images/maurer_prodotti/TORCIALEDMULTIFUNZIONE.webp
TORCIA DA TESTA LED,maurer,luce LED frontale: 350 lumen luce led laterale: 120 lumen accensione/spegnimento con sensore di movimento batteria litio: 1200mAh fascia testa regolabile ricaricabile con cavo USB-C (incluso) durata batteria: 5-15 h,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6092/desc/,/images/maurer_prodotti/TORCIADATESTALED.webp
CAPPELLO CON LUCE LED,maurer,ricaricabile con cavo USB-C (incluso),https://maurer.ferritalia.it/dettaglio-prodotto/modello/6091/desc/,/images/maurer_prodotti/CAPPELLOCONLUCELED.webp
LANTERNA LED RICARICABILE,maurer,fascio luminoso a lunga distanza: 300 m batteria interna: litio 4800mAh durata batteria: 5 h / 10h tempo di ricarica: 8 h 2 modalità di illuminazione (fascio profondo - fascio ampio) 20 led luce bianca + 10 led luce rossa funzione power bank ricaricabile con cavo USB-C (incluso),https://maurer.ferritalia.it/dettaglio-prodotto/modello/6089/desc/,/images/maurer_prodotti/LANTERNALEDRICARICABILE.webp
MINI PROIETTORE LED PORTATILE,maurer,LED ad alta luminosità 5W 500 lumen 4 potenti calamite sul retro supporto da pavimento / maniglia di trasporto regolabile a 180° funziona con 3 batterie di tipo AA (non incluse),https://maurer.ferritalia.it/dettaglio-prodotto/modello/4881/desc/,/images/maurer_prodotti/MINIPROIETTORELEDPORTATILE.webp
LANTERNA EMERGENZA RICARICABILE - 30 LED,maurer,"se collegata alla rete elettrica si accende automaticamente in caso di mancanza di corrente può essere installata a parete maniglia a scomparsa estraibile batteria al litio integrata 3,7V - 1200 mAh 2 modalità di illuminazione: 100/150 lumen autonomia 3-6 ore tempo di ricarica 20-24 ore. Indicatore luminoso di carica cavo di ricarica 230V AC integrato caricabatteria auto 12V DC in dotazione pulsante test per luce demergenza dimensione: 24x6x4,5 cm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4556/desc/,/images/maurer_prodotti/LANTERNAEMERGENZARICARICABILE-30LED.webp
TORCIA MAGNETICA RICARICABILE - 8+1 LED,maurer,"batteria interna: litio 3,7V - 1200 mAh durata batteria: 2,5h / 3,5h - 10h (torcia) tempo di ricarica: 4h Led alta luminosità calamita posteriore e due sulla base gancio girevole a scomparsa supporto regolabile a 180°",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3699/desc/,/images/maurer_prodotti/TORCIAMAGNETICARICARICABILE-81LED.webp
TORCIA LED A PENNA,maurer,"LED: 0,5W 20 Lumen funziona con 2 batterie AAA (incluse)",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5402/desc/,/images/maurer_prodotti/TORCIALEDAPENNA.webp
DOPPIA TORCIA LED DA COLLO,maurer,"2 luci LED indipendenti: 36 lumen 3 modalità di illuminazione: 
luce ampia - focalizzata - massima luminosità bracci altamente flessibili batteria litio 650mAh integrata ricaricabile via USB",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5069/desc/,/images/maurer_prodotti/DOPPIATORCIALEDDACOLLO.webp
LAMPADA LED DA TAVOLO,maurer,3 livelli di luminosità luce calda batteria: Litio 1000mAh base con clip con ricarica usb (cavo USB incluso) fino a 10 ore di durata indicatore di carica,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5825/desc/,/images/maurer_prodotti/LAMPADALEDDATAVOLO.webp
LAMPADE STRADALI SEGNALETICHE A LED,maurer,lampada al led per 1 batteria 6 volt (non inclusa) con staffa di fissaggio e chiave a 3 funzioni luce fissa e lampeggiante autospegnimento a luce solare,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5443/desc/,/images/maurer_prodotti/LAMPADESTRADALISEGNALETICHEALED.webp
BATTERIA 6 VOLT ZN-C-MN HEAVY DUTY,maurer,terminali a molle 0% mercurio 7 Ah,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4544/desc/,/images/maurer_prodotti/BATTERIA6VOLTZN-C-MNHEAVYDUTY.webp
LAMPADA STRADALE LED RICARICABILE CON PANNELLO SOLARE,maurer,"lampada al led con staffa di fissaggio luce fissa e lampeggiante autospegnimento a luce solare pannello solare e batteria ricaricabile: 1,2V 1500mAh Ni-MH visibilità fino a: 800 m autonomia fino a: 100 h",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5568/desc/,/images/maurer_prodotti/LAMPADASTRADALELEDRICARICABILECONPANNELLOSOLARE.webp
TASSELLI BICOMPONENTE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5797/desc/,/images/maurer_prodotti/TASSELLIBICOMPONENTE.webp
TASSELLI NYLON,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0145/desc/,/images/maurer_prodotti/TASSELLINYLON.webp
TASSELLI NYLON + COLLARINO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0147/desc/,/images/maurer_prodotti/TASSELLINYLONCOLLARINO.webp
TASSELLI NYLON A TRAZIONE CON COLLARINO,maurer,con vite TSP - Pozi,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0150/desc/,/images/maurer_prodotti/TASSELLINYLONATRAZIONECONCOLLARINO.webp
TASSELLO NYLON PER CARTONGESSO,maurer,autoforante per pareti cartongesso,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5586/desc/,/images/maurer_prodotti/TASSELLONYLONPERCARTONGESSO.webp
TASSELLO ACCIAIO PER CALCESTRUZZO CELLULARE E CARTONGESSO,maurer,autoforante per calcestruzzo cellulare (Gasbeton) e cartongesso,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5589/desc/,/images/maurer_prodotti/TASSELLOACCIAIOPERCALCESTRUZZOCELLULAREECARTONGESSO.webp
TASSELLI NYLON PROLUNGATI + VITE TORX,maurer,con vite TPS taglio TORX T30 e T40,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5591/desc/,/images/maurer_prodotti/TASSELLINYLONPROLUNGATIVITETORX.webp
TASSELLI NYLON PROLUNGATI + VITE TSP,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5592/desc/,/images/maurer_prodotti/TASSELLINYLONPROLUNGATIVITETSP.webp
TASSELLI NYLON PROLUNGATI + VITE A CHIODO TPS,maurer,con collarino svasato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5595/desc/,/images/maurer_prodotti/TASSELLINYLONPROLUNGATIVITEACHIODOTPS.webp
TASSELLI NYLON + PITONERIA,maurer,con vite TSC,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0153/desc/,/images/maurer_prodotti/TASSELLINYLONPITONERIA.webp
TASSELLI PROLUNGATI NYLON + PITONERIA,maurer,con vite TSC,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0154/desc/,/images/maurer_prodotti/TASSELLIPROLUNGATINYLONPITONERIA.webp
ANCORE ACCIAIO ZINCATO,maurer,con vite TSC,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2920/desc/,/images/maurer_prodotti/ANCOREACCIAIOZINCATO.webp
TASSELLI ACCIAIO ZINCATO + PITONERIA,maurer,con vite TSC,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0156/desc/,/images/maurer_prodotti/TASSELLIACCIAIOZINCATOPITONERIA.webp
REGGIMENSOLE A SCOMPARSA - IN ACCIAIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0157/desc/,/images/maurer_prodotti/REGGIMENSOLEASCOMPARSA-INACCIAIO.webp
TASSELLI NYLON CON VITE - BLISTER,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1462/desc/,/images/maurer_prodotti/TASSELLINYLONCONVITE-BLISTER.webp
TASSELLI NYLON CON GANCIO PER QUADRI - BLISTER,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1463/desc/,/images/maurer_prodotti/TASSELLINYLONCONGANCIOPERQUADRI-BLISTER.webp
TASSELLI NYLON+COLLARINO CON VITE - BLISTER,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2935/desc/,/images/maurer_prodotti/TASSELLINYLONCOLLARINOCONVITE-BLISTER.webp
TASSELLI ACCIAIO MINI GANCIO CORTO - BLISTER,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1471/desc/,/images/maurer_prodotti/TASSELLIACCIAIOMINIGANCIOCORTO-BLISTER.webp
TASSELLI DI LEGNO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3774/desc/,/images/maurer_prodotti/TASSELLIDILEGNO.webp
TASSELLI DI LEGNO IN ASTE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3775/desc/,/images/maurer_prodotti/TASSELLIDILEGNOINASTE.webp
ANCORANTI ACCIAIO *MLM* SOLO CORPO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0158/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMLMSOLOCORPO.webp
ANCORANTI ACCIAIO *MLM* CON VITE T.E.,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0159/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMLMCONVITETE.webp
ANCORANTI ACCIAIO *MLM* CON OCCHIOLO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0162/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMLMCONOCCHIOLO.webp
ANCORANTI ACCIAIO *MLM* CON GANCIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0163/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMLMCONGANCIO.webp
ANCORANTI ACCIAIO *MAT* SOLO CORPO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0164/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMATSOLOCORPO.webp
ANCORANTI ACCIAIO *MAT* CON VITE T.E.,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0165/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMATCONVITETE.webp
ANCORANTI ACCIAIO *MAT* CON OCCHIOLO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0166/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMATCONOCCHIOLO.webp
ANCORANTI ACCIAIO *MBN* CON DADO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0172/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMBNCONDADO.webp
ANCORANTI ACCIAIO *MBN CE* CON DADO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5784/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMBNCECONDADO.webp
ANCORANTI ACCIAIO *MBN CE II* CON DADO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5785/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMBNCEIICONDADO.webp
"ANCORANTI ACCIAIO *MSA* CON VITE T.E. 8,8",maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5786/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMSACONVITETE88.webp
ANCORANTI ACCIAIO *MP 51* PER PONTEGGI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5727/desc/,/images/maurer_prodotti/ANCORANTIACCIAIOMP51PERPONTEGGI.webp
ANCORANTI *MAG* PER PONTEGGI - O23,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0179/desc/,/images/maurer_prodotti/ANCORANTIMAGPERPONTEGGI-O23.webp
ANCORANTI *MAG* PER PONTEGGI - O50,maurer,con tassello nylon,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5788/desc/,/images/maurer_prodotti/ANCORANTIMAGPERPONTEGGI-O50.webp
TASSELLO *MAG* NYLON PER PONTEGGI,maurer,ricambio corpo nylon e tappo copriforo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0180/desc/,/images/maurer_prodotti/TASSELLOMAGNYLONPERPONTEGGI.webp
PROLUNGA DI ANCORAGGIO,maurer,per occhioli: Ø 50mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5800/desc/,/images/maurer_prodotti/PROLUNGADIANCORAGGIO.webp
PROLUNGA DI ANCORAGGIO CON GANCIO Ø20 MM,maurer,per occhioli: Ø 23mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5801/desc/,/images/maurer_prodotti/PROLUNGADIANCORAGGIOCONGANCIOØ20MM.webp
TAPPO FUNGO PLASTICA PER FERRO 18/20 E TUBO 48,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5799/desc/,/images/maurer_prodotti/TAPPOFUNGOPLASTICAPERFERRO1820ETUBO48.webp
TAPPO COPRIFORO PER ANCORANTI MAG,maurer,diametro: 28 per fori: Ø14 - 16 - 18 mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5791/desc/,/images/maurer_prodotti/TAPPOCOPRIFOROPERANCORANTIMAG.webp
POMPA SOFFIANTE PER PULIZIA FORI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0812/desc/,/images/maurer_prodotti/POMPASOFFIANTEPERPULIZIAFORI.webp
TASSELLI ISO CE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5792/desc/,/images/maurer_prodotti/TASSELLIISOCE.webp
ANCORANTI CHIMICI VINILESTERETCA-V CE,maurer,certificato opzione 1,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0182/desc/,/images/maurer_prodotti/ANCORANTICHIMICIVINILESTERETCA-VCE.webp
ANCORANTI CHIMICI VINILESTERETCA-V CE II,maurer,certificato opzione 7,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4796/desc/,/images/maurer_prodotti/ANCORANTICHIMICIVINILESTERETCA-VCEII.webp
ANCORANTI CHIMICI POLIESTERETCA-P CE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0566/desc/,/images/maurer_prodotti/ANCORANTICHIMICIPOLIESTERETCA-PCE.webp
MISCELATORI RICAMBIO PER ANCORANTI CHIMICI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0184/desc/,/images/maurer_prodotti/MISCELATORIRICAMBIOPERANCORANTICHIMICI.webp
GABBIETTE PLASTICA *GC*,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0183/desc/,/images/maurer_prodotti/GABBIETTEPLASTICAGC.webp
SIGILLANTE ACETICOSilicfort,maurer,per sanitari e cucine,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0188/desc/,/images/maurer_prodotti/SIGILLANTEACETICOSilicfort.webp
SIGILLANTE ACETICOSilicfort 2000,maurer,per sanitari e cucine temperatura di applicazione: +1°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0185/desc/,/images/maurer_prodotti/SIGILLANTEACETICOSilicfort2000.webp
SIGILLANTE ACETICOSanifort,maurer,ideale per superfici porose come porcellane e ceramiche temperatura di applicazione: +5°C/+35°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2082/desc/,/images/maurer_prodotti/SIGILLANTEACETICOSanifort.webp
SIGILLANTE SILICONICO NEUTROSilicfort N,maurer,ideale per edilizia e lamiere temperatura di applicazione: +1°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0189/desc/,/images/maurer_prodotti/SIGILLANTESILICONICONEUTROSilicfortN.webp
SIGILLANTE SILICONICO NEUTROSilicfort S,maurer,"per specchi, materie plastiche, policarbonato temperatura di applicazione: +5°C/+40°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/0190/desc/,/images/maurer_prodotti/SIGILLANTESILICONICONEUTROSilicfortS.webp
SIGILLANTE ACRILICOAcrilfort,maurer,"ideale per materiali da costruzione come legno, calcestruzzo e mattoni temperatura di applicazione: +5°C/+50°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3346/desc/,/images/maurer_prodotti/SIGILLANTEACRILICOAcrilfort.webp
SIGILLANTE SILICONICOSilicfort AT,maurer,per alte temperature: +250°C temperatura di applicazione: +5°C/+40°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0192/desc/,/images/maurer_prodotti/SIGILLANTESILICONICOSilicfortAT.webp
MASTICE SIGILLANTE REFRATTARIO1500 Gradi,maurer,resistente a temperature fino a 1500°C ideale per mattoni refrattari esente da amianto temperatura di applicazione: +5°C/+40°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0195/desc/,/images/maurer_prodotti/MASTICESIGILLANTEREFRATTARIO1500Gradi.webp
ADESIVO DI MONTAGGIOPowertack,maurer,"ideale per battiscopa, gradini, perline e pannelli con elevata presa iniziale temperatura di applicazione: +5°C/+30°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3349/desc/,/images/maurer_prodotti/ADESIVODIMONTAGGIOPowertack.webp
ADESIVO DI MONTAGGIOBuildertack,maurer,"ideale per diversi materiali da costruzione come edilizia, legno e metallo resistente all'acqua D4 temperatura di applicazione: +5°C/+35°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/0197/desc/,/images/maurer_prodotti/ADESIVODIMONTAGGIOBuildertack.webp
SIGILLANTE ACRILICO PER INTONACOMurofort,maurer,"ideale per crepe, fessure, intonaco, battiscopa e coprifili per applicazioni in interno ed esterno temperatura di applicazione: +5°C/+40°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3347/desc/,/images/maurer_prodotti/SIGILLANTEACRILICOPERINTONACOMurofort.webp
SIGILLANTE ACRILICO EFFETTO CEMENTOCementfort,maurer,"ideale per riempire tutte le fessure, giunti in pietra e mattoni danneggiati temperatura di applicazione: +5°C/+40°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3344/desc/,/images/maurer_prodotti/SIGILLANTEACRILICOEFFETTOCEMENTOCementfort.webp
SIGILLANTE BITUMINOSOBitufort,maurer,"ideale per cemento, calcestruzzo e metallo resistente all'acqua e alle intemperie temperatura di applicazione: +5°C/+30°C",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3348/desc/,/images/maurer_prodotti/SIGILLANTEBITUMINOSOBitufort.webp
SCHIUMA POLIURETANICAIsofort,maurer,autoespandente colore champagne temperature di applicazione: +5°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0198/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofort.webp
SCHIUMA POLIURETANICAIsofort Gun,maurer,autoespandente colore champagne temperatura di applicazione: +5°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0561/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofortGun.webp
SCHIUMA POLIURETANICAIsofort Top,maurer,rapida - per fissare coppi e tegole colore grigio temperatura di applicazione: +5°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1649/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofortTop.webp
SCHIUMA POLIURETANICAIsofort Top Gun,maurer,rapida - per fissare coppi e tegole colore grigio temperatura di applicazione: +5°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0562/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofortTopGun.webp
SCHIUMA POLIURETANICAIsofort Maxi,maurer,multidirezionale colore grigio sabbia temperatura di applicazione: +5°C/+30°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0560/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofortMaxi.webp
SCHIUMA POLIURETANICAIsofort Pannelli e Isolanti B1,maurer,rapida - per fissare pannelli isolanti cartongesso e blocchi rettificati colore rosa temperatura di applicazione: +5°C/+25°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1880/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofortPannellieIsolantiB1.webp
SCHIUMA POLIURETANICAIsofort Pannelli e Isolanti B2,maurer,rapida - per fissare pannelli isolanti cartongesso e blocchi rettificati colore grigio temperatura di applicazione: +5°C/+25°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5649/desc/,/images/maurer_prodotti/SCHIUMAPOLIURETANICAIsofortPannellieIsolantiB2.webp
COLLA VINILICA UNIVERSALE,maurer,"per carta, cartone, pelle, stoffa",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1476/desc/,/images/maurer_prodotti/COLLAVINILICAUNIVERSALE.webp
COLLA A CONTATTO UNIVERSALE EXTRA FORTE,maurer,pronta all'uso facile applicazione indurimento rapido resistente all'umidità resistente ad alte temperature fino a 100°C,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5364/desc/,/images/maurer_prodotti/COLLAACONTATTOUNIVERSALEEXTRAFORTE.webp
PISTOLA PER SCHIUMA POLIURETANICA,maurer,corpo e adattatore in lega di alluminio rivestito in PTFE per una migliore pulizia impugnatura ergonomica attacco universale,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4291/desc/,/images/maurer_prodotti/PISTOLAPERSCHIUMAPOLIURETANICA.webp
PISTOLA PER SCHIUMA POLIURETANICA50cm,maurer,"canna lunga 50 cm corpo e adattatore in lega di alluminio rivestito in PTFE per una migliore pulizia cilindro e ago in acciaio inossidabile, ugello in ottone rivestito in PTFE impugnatura ergonomica attacco universale",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5672/desc/,/images/maurer_prodotti/PISTOLAPERSCHIUMAPOLIURETANICA50cm.webp
