name,brand,description,product_page_url,image_url
"NASTRI TELA ABRASIVA CORINDONE - CONFEZIONE 3 PZ.Tipo AEG, Black & Decker",maurer,"per / for / para / für: AEG, Black & Decker, Holz-Her, Kress",https://maurer.ferritalia.it/dettaglio-prodotto/modello/0533/desc/,/images/maurer_prodotti/NASTRITELAABRASIVACORINDONE-CONFEZIONE3PZTipoAEGBlackDecker.webp
NASTRI TELA ABRASIVA CORINDONE - CONFEZIONE 3 PZ.Tipo Black & Decker,maurer,per / for / para / für: Black & Decker,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0534/desc/,/images/maurer_prodotti/NASTRITELAABRASIVACORINDONE-CONFEZIONE3PZTipoBlackDecker.webp
"NASTRI TELA ABRASIVA CORINDONE - CONFEZIONE 3 PZ.Tipo YAMATO, Bosch, Makita",maurer,"per / for / para / fur: levigatrice nastro YAMATO per / for / para fur: YAMATO, Bosch, Einhell, Makita, Peugeot, Skil, Stayer",https://maurer.ferritalia.it/dettaglio-prodotto/modello/2812/desc/,/images/maurer_prodotti/NASTRITELAABRASIVACORINDONE-CONFEZIONE3PZTipoYAMATOBoschMakita.webp
NASTRI TELA ABRASIVA CORINDONE - CONFEZIONE 3 PZ.Tipo YAMATO,maurer,per / for / para / für: YAMATO,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2811/desc/,/images/maurer_prodotti/NASTRITELAABRASIVACORINDONE-CONFEZIONE3PZTipoYAMATO.webp
CARTA ABRASIVA IMPERMEABILE - IN FOGLI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0920/desc/,/images/maurer_prodotti/CARTAABRASIVAIMPERMEABILE-INFOGLI.webp
MESCOLATORI PER VERNICI - ACCIAIO ATTACCO ESAGONALE,maurer,60 80 100 120,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0921/desc/,/images/maurer_prodotti/MESCOLATORIPERVERNICI-ACCIAIOATTACCOESAGONALE.webp
POMPA TRAVASO LIQUIDI - PER TRAPANI,maurer,velocità uso: 500÷3.000 r.p.m. portata max: 15 L/min,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0922/desc/,/images/maurer_prodotti/POMPATRAVASOLIQUIDI-PERTRAPANI.webp
PISTOLA SOFFIAGGIO - CANNA CORTA,maurer,corpo in alluminio finitura sabbiata attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5448/desc/,/images/maurer_prodotti/PISTOLASOFFIAGGIO-CANNACORTA.webp
PISTOLA SOFFIAGGIO - CANNA LUNGA,maurer,corpo in alluminio finitura sabbiata attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5449/desc/,/images/maurer_prodotti/PISTOLASOFFIAGGIO-CANNALUNGA.webp
PISTOLA GONFIAGGIO CON MANOMETRO,maurer,manometro: Ø 60 mm testina gonfiaggio: 25 W tubo gomma: 300 mm attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5446/desc/,/images/maurer_prodotti/PISTOLAGONFIAGGIOCONMANOMETRO.webp
PISTOLE LAVAGGIO - SERBATOIO 1 L,maurer,regolatore consumo aria ugello regolabile attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5447/desc/,/images/maurer_prodotti/PISTOLELAVAGGIO-SERBATOIO1L.webp
AEROGRAFO SERBATOIO INFERIORE - 1 L,maurer,serbatoio in alluminio finitura sabbiata attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5450/desc/,/images/maurer_prodotti/AEROGRAFOSERBATOIOINFERIORE-1L.webp
"AEROGRAFO SERBATOIO SUPERIORE - 0,6 L",maurer,serbatoio plastica finitura sabbiata attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5451/desc/,/images/maurer_prodotti/AEROGRAFOSERBATOIOSUPERIORE-06L.webp
"AEROGRAFO SERBATOIO SUPERIORE - 125 Gugello 0,8mm",maurer,sistema di precisione HVLP (high volume low pressure) utilizza elevati volumi di aria per nebulizzare vernice a bassa pressione serbatoio plastica attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5453/desc/,/images/maurer_prodotti/AEROGRAFOSERBATOIOSUPERIORE-125Gugello08mm.webp
ACCESSORI ARIA COMPRESSA - KIT 5 PEZZI,maurer,pistola soffiaggio pistola gonfiaggio con manometro pistola lavaggio aerografo serbatoio inferiore tubo spiralato attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5454/desc/,/images/maurer_prodotti/ACCESSORIARIACOMPRESSA-KIT5PEZZI.webp
ACCESSORI ARIA COMPRESSA - KIT 3 PEZZI,maurer,pistola soffiaggio pistola gonfiaggio con manometro tubo spiralato 5 m attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5455/desc/,/images/maurer_prodotti/ACCESSORIARIACOMPRESSA-KIT3PEZZI.webp
TUBO A SPIRALE POLIETILENE CON RACCORDI Ø 6X8 MM,maurer,attacco rapido,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5452/desc/,/images/maurer_prodotti/TUBOASPIRALEPOLIETILENECONRACCORDIØ6X8MM.webp
ATTACCHI A BAIONETTA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1180/desc/,/images/maurer_prodotti/ATTACCHIABAIONETTA.webp
RACCORDO - CON DADO FRESATO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1181/desc/,/images/maurer_prodotti/RACCORDO-CONDADOFRESATO.webp
RACCORDO GIUNZIONE - CON 2 DADI FRESATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1182/desc/,/images/maurer_prodotti/RACCORDOGIUNZIONE-CON2DADIFRESATI.webp
DADI FRESATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1183/desc/,/images/maurer_prodotti/DADIFRESATI.webp
INNESTI RAPIDI - CON PORTAGOMMA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1184/desc/,/images/maurer_prodotti/INNESTIRAPIDI-CONPORTAGOMMA.webp
INNESTI RAPIDI - FILETTATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1185/desc/,/images/maurer_prodotti/INNESTIRAPIDI-FILETTATI.webp
INNESTO RAPIDO - CON ATTACCO A BAIONETTA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1186/desc/,/images/maurer_prodotti/INNESTORAPIDO-CONATTACCOABAIONETTA.webp
INNESTO RAPIDO - CON MOLLA A SPIRALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1187/desc/,/images/maurer_prodotti/INNESTORAPIDO-CONMOLLAASPIRALE.webp
RUBINETTI RAPIDI - CON PORTAGOMMA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1188/desc/,/images/maurer_prodotti/RUBINETTIRAPIDI-CONPORTAGOMMA.webp
RUBINETTI RAPIDI - FILETTATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1189/desc/,/images/maurer_prodotti/RUBINETTIRAPIDI-FILETTATI.webp
RUBINETTO RAPIDO - CON MOLLA A SPIRALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1190/desc/,/images/maurer_prodotti/RUBINETTORAPIDO-CONMOLLAASPIRALE.webp
ATTACCO A BAIONETTA - CON MOLLA A SPIRALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1191/desc/,/images/maurer_prodotti/ATTACCOABAIONETTA-CONMOLLAASPIRALE.webp
RUBINETTI DI LINEA - CON DADO FRESATO,maurer,"1/4"" 3/8""",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1192/desc/,/images/maurer_prodotti/RUBINETTIDILINEA-CONDADOFRESATO.webp
TESTINA GONFIAGGIO,maurer,25 W,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1193/desc/,/images/maurer_prodotti/TESTINAGONFIAGGIO.webp
COMPRESSORI INGRASSAGGIO - CORPO ACCIAIOPer cartuccia,maurer,a leva per cartuccia,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1709/desc/,/images/maurer_prodotti/COMPRESSORIINGRASSAGGIO-CORPOACCIAIOPercartuccia.webp
COMPRESSORI INGRASSAGGIO - CORPO ACCIAIOPer grasso sfuso,maurer,a leva per grasso sfuso,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2836/desc/,/images/maurer_prodotti/COMPRESSORIINGRASSAGGIO-CORPOACCIAIOPergrassosfuso.webp
SIRINGHE PER OLIO ASPIRANTI-PREMENTI,maurer,corpo  acciaio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1715/desc/,/images/maurer_prodotti/SIRINGHEPEROLIOASPIRANTI-PREMENTI.webp
COMPRESSORI INGRASSAGGIO ARIA COMPRESSAPer cartuccia,maurer,corpo acciaio per cartuccia,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1714/desc/,/images/maurer_prodotti/COMPRESSORIINGRASSAGGIOARIACOMPRESSAPercartuccia.webp
COMPRESSORI INGRASSAGGIO ARIA COMPRESSAPer grasso sfuso,maurer,corpo acciaio per grasso sfuso,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2838/desc/,/images/maurer_prodotti/COMPRESSORIINGRASSAGGIOARIACOMPRESSAPergrassosfuso.webp
SIRINGHE PER GRASSO TIPO RIENTRANTE,maurer,corpo acciaio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1722/desc/,/images/maurer_prodotti/SIRINGHEPERGRASSOTIPORIENTRANTE.webp
POMPE A BARILE PER GRASSO,maurer,8000 12000 16000 gr,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1711/desc/,/images/maurer_prodotti/POMPEABARILEPERGRASSO.webp
TESTINE A QUATTRO GRIFFE - IN ACCIAIO,maurer,diritte,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4980/desc/,/images/maurer_prodotti/TESTINEAQUATTROGRIFFE-INACCIAIO.webp
ATTACCHI ALTA PRESSIONEIn nylon,maurer,in nylon,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1710/desc/,/images/maurer_prodotti/ATTACCHIALTAPRESSIONEInnylon.webp
ATTACCHI ALTA PRESSIONEIn gomma antiolio,maurer,in gomma antiolio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2840/desc/,/images/maurer_prodotti/ATTACCHIALTAPRESSIONEIngommaantiolio.webp
TESTINE PER INGRASSATORI - IN ACCIAIO rovesciato,maurer,rovesciato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1713/desc/,/images/maurer_prodotti/TESTINEPERINGRASSATORI-INACCIAIOrovesciato.webp
TESTINE PER INGRASSATORI - IN ACCIAIO,maurer,diritte,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2841/desc/,/images/maurer_prodotti/TESTINEPERINGRASSATORI-INACCIAIO.webp
AEROPULSOMETRO PER GRASSO,maurer,con carrello e accessori,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1716/desc/,/images/maurer_prodotti/AEROPULSOMETROPERGRASSO.webp
POMPA PER TRAVASO ROTATIVA,maurer,tubo di pescaggio rigido telescopico,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1718/desc/,/images/maurer_prodotti/POMPAPERTRAVASOROTATIVA.webp
POMPA A TRAVASO PER FUSTI,maurer,tubo di pescaggio rigido funzionamento a leva,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1717/desc/,/images/maurer_prodotti/POMPAATRAVASOPERFUSTI.webp
OLIATORI A PRESSIONECanna flessibile,maurer,canna flessibile serbatoio in acciaio verniciato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1719/desc/,/images/maurer_prodotti/OLIATORIAPRESSIONECannaflessibile.webp
OLIATORI A PRESSIONECanna rigida,maurer,canna rigida serbatoio in acciaio verniciato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2851/desc/,/images/maurer_prodotti/OLIATORIAPRESSIONECannarigida.webp
PISTOLA PER GRASSOCon tubo rigido e testina,maurer,con tubo rigido e testina,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1721/desc/,/images/maurer_prodotti/PISTOLAPERGRASSOContuborigidoetestina.webp
PISTOLA PER GRASSOCon tubo flessibile e testina,maurer,con tubo flessibile e testina,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2852/desc/,/images/maurer_prodotti/PISTOLAPERGRASSOContuboflessibileetestina.webp
INGRASSATORI HYDRAULIK,maurer,in acciaio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1720/desc/,/images/maurer_prodotti/INGRASSATORIHYDRAULIK.webp
ACCESSORI PER UTENSILE MULTIFUNZIONE,maurer,per cod. 81330 - 60453 attacco universale a sgancio rapido utilizzabile su gran parte dei multifunzione in commercio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3232/desc/,/images/maurer_prodotti/ACCESSORIPERUTENSILEMULTIFUNZIONE.webp
SUPPORTO A COLONNA PER TRAPANI,maurer,"collare: Ø 43 mm altezza di lavoro: 110 mm sbraccio: 60 mm colonna: Ø 25 mm base: 225x160 mm altezza: 500 mm peso: 3,10 kg base in acciaio e struttura porta trapano in alluminio",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5080/desc/,/images/maurer_prodotti/SUPPORTOACOLONNAPERTRAPANI.webp
SUPPORTO PER SMERIGLIATRICI ANGOLARI,maurer,"supporto in alluminio con morsetto base in acciaio verniciato Ø disco: 115 - 125 mm peso: 2,10 kg",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5085/desc/,/images/maurer_prodotti/SUPPORTOPERSMERIGLIATRICIANGOLARI.webp
MORSE PER TRAPANI A COLONNA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3540/desc/,/images/maurer_prodotti/MORSEPERTRAPANIACOLONNA.webp
SCALPELLI ESAGONALI SET 5 PEZZI,maurer,testa 19.5 mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1388/desc/,/images/maurer_prodotti/SCALPELLIESAGONALISET5PEZZI.webp
MOLLE PER SCALPELLATORI 2 PEZZI,maurer,molle ritegno,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1389/desc/,/images/maurer_prodotti/MOLLEPERSCALPELLATORI2PEZZI.webp
CHIAVE UNIVERSALE PER SMERIGLIATRICE ANGOLARE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1979/desc/,/images/maurer_prodotti/CHIAVEUNIVERSALEPERSMERIGLIATRICEANGOLARE.webp
GHIERA CONICA PER PLATORELLI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3765/desc/,/images/maurer_prodotti/GHIERACONICAPERPLATORELLI.webp
GHIERA PIANA PER MOLE A DISCO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3766/desc/,/images/maurer_prodotti/GHIERAPIANAPERMOLEADISCO.webp
PLATORELLO DI NYLON,maurer,per dischi abrasivi in fibra,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3764/desc/,/images/maurer_prodotti/PLATORELLODINYLON.webp
MESCOLATORI ACCIAIO ZINCATOPer materiale liquido o fibros,maurer,per materiale liquido o fibroso,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1622/desc/,/images/maurer_prodotti/MESCOLATORIACCIAIOZINCATOPermaterialeliquidoofibros.webp
MESCOLATORI ACCIAIO ZINCATOPer materiali collosi e viscos,maurer,per materiali collosi e viscosi,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2818/desc/,/images/maurer_prodotti/MESCOLATORIACCIAIOZINCATOPermaterialicollosieviscos.webp
ADESIVO TERMOFUSIBILE (TERMOCOLLA),maurer,"colore trasparente per assemblare plastica, ceramica, cartone, metalli porosi, legno, tessuto, pelli, etc.",https://maurer.ferritalia.it/dettaglio-prodotto/modello/0199/desc/,/images/maurer_prodotti/ADESIVOTERMOFUSIBILETERMOCOLLA.webp
PINZE UNIVERSALI,maurer,varie misure,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1019/desc/,/images/maurer_prodotti/PINZEUNIVERSALI.webp
PINZA SPELLAFILI - CON VITE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1025/desc/,/images/maurer_prodotti/PINZASPELLAFILI-CONVITE.webp
PINZE BECCHI 1/2 TONDI LUNGHI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1021/desc/,/images/maurer_prodotti/PINZEBECCHI12TONDILUNGHI.webp
PINZE BECCHI 1/2 TONDI PIEGATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1023/desc/,/images/maurer_prodotti/PINZEBECCHI12TONDIPIEGATI.webp
PINZE BECCHI PIATTI LUNGHI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1043/desc/,/images/maurer_prodotti/PINZEBECCHIPIATTILUNGHI.webp
TRONCHESE TAGLIO DIAGONALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1046/desc/,/images/maurer_prodotti/TRONCHESETAGLIODIAGONALE.webp
PINZE SET 3 PEZZI,maurer,pinza universale + pinza becchi piatti + tronchese,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1047/desc/,/images/maurer_prodotti/PINZESET3PEZZI.webp
PINZA MINI UNIVERSALE - TAGLIENTE LATERALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1026/desc/,/images/maurer_prodotti/PINZAMINIUNIVERSALE-TAGLIENTELATERALE.webp
PINZA MINI BECCHI MEZZI TONDI DIRITTI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1027/desc/,/images/maurer_prodotti/PINZAMINIBECCHIMEZZITONDIDIRITTI.webp
PINZA MINI - BECCHI 1/2 TONDI PIEGATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1028/desc/,/images/maurer_prodotti/PINZAMINI-BECCHI12TONDIPIEGATI.webp
PINZA MINI - BECCHI PIATTI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1029/desc/,/images/maurer_prodotti/PINZAMINI-BECCHIPIATTI.webp
PINZA MINI BECCHI TONDI DIRITTI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1030/desc/,/images/maurer_prodotti/PINZAMINIBECCHITONDIDIRITTI.webp
TRONCHESE MINI - TAGLIO DIAGONALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1031/desc/,/images/maurer_prodotti/TRONCHESEMINI-TAGLIODIAGONALE.webp
TRONCHESE MINI - TAGLIO FRONTALE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1032/desc/,/images/maurer_prodotti/TRONCHESEMINI-TAGLIOFRONTALE.webp
PINZE PER ANELLI ESTERNI - CROMO VANADIO,maurer,becchi diritti,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1033/desc/,/images/maurer_prodotti/PINZEPERANELLIESTERNI-CROMOVANADIO.webp
PINZE PER ANELLI INTERNI - CROMO VANADIO,maurer,becchi diritti,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1034/desc/,/images/maurer_prodotti/PINZEPERANELLIINTERNI-CROMOVANADIO.webp
TRONCHESE TAGLIO DIAGONALE - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1038/desc/,/images/maurer_prodotti/TRONCHESETAGLIODIAGONALE-CROMOVANADIO.webp
TRONCHESE TAGLIO FRONTALE - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1035/desc/,/images/maurer_prodotti/TRONCHESETAGLIOFRONTALE-CROMOVANADIO.webp
TRONCHESE DOPPIA LEVA - PER FILI DURI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1036/desc/,/images/maurer_prodotti/TRONCHESEDOPPIALEVA-PERFILIDURI.webp
TRONCHESE PER FUNI ACCIAIO TESTA ALTA RESISTENZA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1037/desc/,/images/maurer_prodotti/TRONCHESEPERFUNIACCIAIOTESTAALTARESISTENZA.webp
TAGLIABULLONI - LAME AL CROMO MOLIBDENO,maurer,capacità di taglio Ø 1 = HRC 15 materiali teneri Ø 2 = HRC 35 materiali duri,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1055/desc/,/images/maurer_prodotti/TAGLIABULLONI-LAMEALCROMOMOLIBDENO.webp
LAME RICAMBIO PER TAGLIABULLONI - CROMO MOLIBDENO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1056/desc/,/images/maurer_prodotti/LAMERICAMBIOPERTAGLIABULLONI-CROMOMOLIBDENO.webp
PINZA BECCHI MEZZI TONDI DIRITTI 1000V - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1048/desc/,/images/maurer_prodotti/PINZABECCHIMEZZITONDIDIRITTI1000V-CROMOVANADIO.webp
PINZA UNIVERSALE 1000V - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1051/desc/,/images/maurer_prodotti/PINZAUNIVERSALE1000V-CROMOVANADIO.webp
TRONCHESE TAGLIO DIAGONALE 1000V - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1052/desc/,/images/maurer_prodotti/TRONCHESETAGLIODIAGONALE1000V-CROMOVANADIO.webp
CACCIAVITI A TAGLIO 1000V - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1053/desc/,/images/maurer_prodotti/CACCIAVITIATAGLIO1000V-ACCIAIOS2.webp
CACCIAVITI A CROCE PHILLIPS 1000V - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1054/desc/,/images/maurer_prodotti/CACCIAVITIACROCEPHILLIPS1000V-ACCIAIOS2.webp
PINZA POLIGRIP - CERNIERA CHIUSA,maurer,acciaio forgiato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5579/desc/,/images/maurer_prodotti/PINZAPOLIGRIP-CERNIERACHIUSA.webp
PINZE POLIGRIP - CERNIERA CHIUSA,maurer,acciaio cromo vanadio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1058/desc/,/images/maurer_prodotti/PINZEPOLIGRIP-CERNIERACHIUSA.webp
PINZA GRIP GANASCE CURVE - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1061/desc/,/images/maurer_prodotti/PINZAGRIPGANASCECURVE-CROMOVANADIO.webp
PINZA GRIP - GANASCE A C  CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1062/desc/,/images/maurer_prodotti/PINZAGRIP-GANASCEACCROMOVANADIO.webp
PINZE GRIP - ACCIAIO NICHELATOGanasce diritte,maurer,ganasce diritte,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1064/desc/,/images/maurer_prodotti/PINZEGRIP-ACCIAIONICHELATOGanascediritte.webp
PINZE GRIP - ACCIAIO NICHELATOGanasce concave,maurer,ganasce concave,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2749/desc/,/images/maurer_prodotti/PINZEGRIP-ACCIAIONICHELATOGanasceconcave.webp
GIRATUBI MOD. SVEDESE - GANASCE OBLIQUE 45°,maurer,acciaio cromo vanadio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1065/desc/,/images/maurer_prodotti/GIRATUBIMODSVEDESE-GANASCEOBLIQUE45.webp
GIRATUBI MOD. SVEDESE - GANASCE DIRITTE 90°,maurer,acciaio cromo vanadio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1070/desc/,/images/maurer_prodotti/GIRATUBIMODSVEDESE-GANASCEDIRITTE90.webp
GIRATUBI MOD. AMERICANO - CORPO ALLUMINIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1071/desc/,/images/maurer_prodotti/GIRATUBIMODAMERICANO-CORPOALLUMINIO.webp
TAGLIATUBI - PER TUBI IN PLASTICA,maurer,42 - 60 mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1074/desc/,/images/maurer_prodotti/TAGLIATUBI-PERTUBIINPLASTICA.webp
TAGLIATUBI - PER TUBI LEGA LEGGERA E RAME,maurer,A - mini,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1076/desc/,/images/maurer_prodotti/TAGLIATUBI-PERTUBILEGALEGGERAERAME.webp
ROTELLA RICAMBIO PER COD. 90927,maurer,rotelle ricambio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1073/desc/,/images/maurer_prodotti/ROTELLARICAMBIOPERCOD90927.webp
APPARECCHIO RETTIFICATORE - PER RUBINETTI,maurer,"3/8"" ÷ 1/2""",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1077/desc/,/images/maurer_prodotti/APPARECCHIORETTIFICATORE-PERRUBINETTI.webp
PINZA A FUSTELLA CON 6 FUSTELLE - MANICI PVC,maurer,"2,0 ÷ 4,5",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1078/desc/,/images/maurer_prodotti/PINZAAFUSTELLACON6FUSTELLE-MANICIPVC.webp
PINZA A FUSTELLA CON 6 FUSTELLE,maurer,220 mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1079/desc/,/images/maurer_prodotti/PINZAAFUSTELLACON6FUSTELLE.webp
PINZA PER CAPICORDA ISOLATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1080/desc/,/images/maurer_prodotti/PINZAPERCAPICORDAISOLATI.webp
PINZA SPELLAFILI AUTOMATICA - CON TAGLIACAVO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1083/desc/,/images/maurer_prodotti/PINZASPELLAFILIAUTOMATICA-CONTAGLIACAVO.webp
