name,sku,description,image_url
Smergliatrice angolare 150mm 1400W - No-Volt,dwe4238-qs,"Smergliatrice angolare 150mm 1400W - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare150mm1400W-No-Volt.webp
Miscelatore a doppia impugnatura,dwd241-qs,"Miscelatore a doppia impugnatura

Miscelatore a doppia impugnatura a filo. Ideale per una vasta gamma di applicazioni di miscelazione come intonaco, intonaco e resina epossidica. Il motore da 1800W a 3 velocità con selettore di velocità variabile offre una grande potenza e un controllo ottimale per adattarsi a un'ampia gamma di applicazioni.",/images/dewalt_products_elettroutensili/Miscelatoreadoppiaimpugnatura.webp
Aspiratore solidi/liquidi XR Flexvolt 54V 2 x FV 6.0Ah,dcv586mt2-qw,"Aspiratore solidi/liquidi XR Flexvolt 54V 2 x FV 6.0Ah

Powered by 54V XR FLEXVOLT technology the DCV586M is the ultimate dust extraction solution for a new generation of cordless tools and the key to unlocking the cordless jobsite. The DEWALT brushless motor and high capacity XR FLEXVOLT battery coupled with dual M-Class certified filters with automatic cleaning delivers powerful, constant performance and runtime for the most demanding applications. Other features include a remote for wireless operation, a recessed battery housing to protect from jobsite conditions and TSTAK compatibility.",/images/dewalt_products_elettroutensili/AspiratoresolidiliquidiXRFlexvolt54V2xFV60Ah.webp
Aspiratore solidi/liquidi XR Flexvolt 54V 2 x FV 6.0Ah,dcv586mt2-qw,"Aspiratore solidi/liquidi XR Flexvolt 54V 2 x FV 6.0Ah

Powered by 54V XR FLEXVOLT technology the DCV586M is the ultimate dust extraction solution for a new generation of cordless tools and the key to unlocking the cordless jobsite. The DEWALT brushless motor and high capacity XR FLEXVOLT battery coupled with dual M-Class certified filters with automatic cleaning delivers powerful, constant performance and runtime for the most demanding applications. Other features include a remote for wireless operation, a recessed battery housing to protect from jobsite conditions and TSTAK compatibility.",/images/dewalt_products_elettroutensili/AspiratoresolidiliquidiXRFlexvolt54V2xFV60Ah.webp
Tassellatore SDS-Plus XR FLEXVOLT 54V BRUSHLESS (senza batterie) in TSTAK,dch333nt-xj,"Tassellatore SDS-Plus XR FLEXVOLT 54V BRUSHLESS (senza batterie) in TSTAK

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRFLEXVOLT54VBRUSHLESSsenzabatterieinTSTAK.webp
Trapano con percussione 2 velocità 1100W,dwd524ks-qs,"Trapano con percussione 2 velocità 1100W

",/images/dewalt_products_elettroutensili/Trapanoconpercussione2velocità1100W.webp
SISTEMA DI ASPIRAZIONE DELLA POLVERE DI SCALPELLATURA,dwh051-xj,"SISTEMA DI ASPIRAZIONE DELLA POLVERE DI SCALPELLATURA

",/images/dewalt_products_elettroutensili/SISTEMADIASPIRAZIONEDELLAPOLVEREDISCALPELLATURA.webp
Trapano avvitatore con percussione Brushless 18V XR Li-Ion - Versione senza batteria e caricabatteria in TSTAK,dcd796nt-xj,"Trapano avvitatore con percussione Brushless 18V XR Li-Ion - Versione senza batteria e caricabatteria in TSTAK

",/images/dewalt_products_elettroutensili/TrapanoavvitatoreconpercussioneBrushless18VXRLi-Ion-VersionesenzabatteriaecaricabatteriainTSTAK.webp
Trapano avvitatore con percussione Compatto XR 12V 2x2.0Ah,dcd706d2-qw,"Trapano avvitatore con percussione Compatto XR 12V 2x2.0Ah

The DCD706 is DEWALTs smallest ever hammer drill driver, with a length of just 168mm, 17% shorter than the previous generation. The efficient brushless motor provides 57.5Nm of torque as well as 15% more runtime compared with the previous generation. For the first time ever on a DEWALT 12V battery pack, you can now see how much battery is remaining using the state of charge indicator.",/images/dewalt_products_elettroutensili/TrapanoavvitatoreconpercussioneCompattoXR12V2x20Ah.webp
SISTEMA ESTRAZIONE POLVERI E PULIZIA FORI,dwh050-xj,"SISTEMA ESTRAZIONE POLVERI E PULIZIA FORI

Ideale per forature senza polvere fino a 52 mm di diametro e profondità illimitata, è compatibile con tutti gli aspiratori professionali. Include ugelli per la pulizia dei fori e per garantire la massima adesione dei sistemi di fissaggio e ancoraggio. Compatibile con aggancio DEWALT Airlock.",/images/dewalt_products_elettroutensili/SISTEMAESTRAZIONEPOLVERIEPULIZIAFORI.webp
TRAPANO AVVITATORE MULTITESTA XR 12V,dcd703l2t-qw,"TRAPANO AVVITATORE MULTITESTA XR 12V

Il trapano avvitatore multiteste senza spazzole 12V XR permette di svolgere un'ampia gamma di lavori con incredibile versatilit . Progettato per agevolare l'accesso in spazi difficili da raggiungere, questo trapano avvitatore multitesta presenta 4 soluzioni di attacco dedicate. In dotazione un mandrino attacco esagonale Â¼â€ ad angolo retto, un mandrino eccentrico attacco esagonale 1/4â€, un mandrino ribassato attacco esagonale 1/4â€, un mandrino autoserante 10mm. Cambia comodamente gli inserti usando una sola mano grazie allo sgancio rapido. Il trapano ha 2 velocit  e 15 punti di frizione per il controllo in ogni applicazioni.",/images/dewalt_products_elettroutensili/TRAPANOAVVITATOREMULTITESTAXR12V.webp
Trapano rotativo 2 Velocità 770W,d21441-qs,"Trapano rotativo 2 Velocità 770W

",/images/dewalt_products_elettroutensili/Trapanorotativo2Velocità770W.webp
Trapano Avviatore Compatto XR 12V 2 x 2.0Ah,dcd701d2-qw,"Trapano Avviatore Compatto XR 12V 2 x 2.0Ah

Il trapano avvitatore DCD701 12V XR è progettato per applicazioni di precisione come piccoli fori pilota, ma può anche gestire una punta da 20 mm in legno. Con una lunghezza di soli 152 mm, il trapano è sufficientemente piccolo da poter essere inserito nei posti più angusti e ha una potenza sufficiente per portare a termine il lavoro con una coppia di 57,5 Nm e una trasmissione a 2 velocità.  È inoltre dotato di un LED luminoso posizionato sul piede per illuminare tutte le aree di lavoro.",/images/dewalt_products_elettroutensili/TrapanoAvviatoreCompattoXR12V2x20Ah.webp
"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 1/2” HOG RING. Coppia di serraggio 1355Nm, Coppia di picco 1898Nm",dcf900h2t-qw,"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 1/2” HOG RING. Coppia di serraggio 1355Nm, Coppia di picco 1898Nm

",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsialtapotenza4modalità18VXRBRUSHLESSattacco12HOGRINGCoppiadiserraggio1355NmCoppiadipicco1898Nm.webp
Smerigliatrice angolare 230mm 2000W,dwe490-qs,"Smerigliatrice angolare 230mm 2000W

La Esmeriladora angular de 9"" (230mm) cuenta con un potente motor de 2200 Watts que proporciona la potencia necesaria para las aplicaciones de corte y desbaste más demandantes. Cuenta con traba de gatillo para un uso contínuo y un mango lateral de dos posiciones para un mayor control y comodidad durante su uso y con  3 Años de Garantía Limitada, 1 Año de Mantenimiento Gratis y 90 Días de Satisfacción Garantizada.",/images/dewalt_products_elettroutensili/Smerigliatriceangolare230mm2000W.webp
Martello Demo-perforatore SDS-MAX 52mm,d25773k-qs,"Martello Demo-perforatore SDS-MAX 52mm

10Kg SDS max hammer drill offers a superior performance to weight ratio, the D25773 delivers 19.4 Joules of impact energy which offers a maximum drilling capacity of 52mm in solid concrete. Perform and Protect features including an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power and an Active Vibration Control handle to minimise user fatigue and improve operating periods.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatoreSDS-MAX52mm.webp
"Martello Demolitore Exe 28mm, 1800W, MOTORE BRUSHLESS, energia del colpo 41.0J (EPTA 05/2009), Peso 18.8Kg. DOTAZIONE: impugnatura laterale antivibrazione.",d25966-qs,"Martello Demolitore Exe 28mm, 1800W, MOTORE BRUSHLESS, energia del colpo 41.0J (EPTA 05/2009), Peso 18.8Kg. DOTAZIONE: impugnatura laterale antivibrazione.

Il D25966 fornisce 27 Joule di energia d'impatto per i lavori di demolizione più difficili in cantiere.\r\nNonostante le sue elevate prestazioni, questo martello demolitore presenta vibrazioni ridotte, pari a 7,0 m/s2, grazie al meccanismo flottante.",/images/dewalt_products_elettroutensili/MartelloDemolitoreExe28mm1800WMOTOREBRUSHLESSenergiadelcolpo410JEPTA052009Peso188KgDOTAZIONEimpugnaturalateraleantivibrazione.webp
Tassellatore SDS-Plus 3 modalità 26mm 2.8J 800W - Doppio mandrino attacco rapido,d25134k-qs,"Tassellatore SDS-Plus 3 modalità 26mm 2.8J 800W - Doppio mandrino attacco rapido

",/images/dewalt_products_elettroutensili/TassellatoreSDS-Plus3modalità26mm28J800W-Doppiomandrinoattaccorapido.webp
Smerigliatrice angolare 230mm 2200W,dwe492-qs,"Smerigliatrice angolare 230mm 2200W

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare230mm2200W.webp
Trapano a percussione 701W con mandrino autoserrante,dwd024s-qs,"Trapano a percussione 701W con mandrino autoserrante

",/images/dewalt_products_elettroutensili/Trapanoapercussione701Wconmandrinoautoserrante.webp
Miscelatore a doppia impugnatura,dwd241-qs,"Miscelatore a doppia impugnatura

Miscelatore a doppia impugnatura a filo. Ideale per una vasta gamma di applicazioni di miscelazione come intonaco, intonaco e resina epossidica. Il motore da 1800W a 3 velocità con selettore di velocità variabile offre una grande potenza e un controllo ottimale per adattarsi a un'ampia gamma di applicazioni.",/images/dewalt_products_elettroutensili/Miscelatoreadoppiaimpugnatura.webp
Tassellatore SDS-Plus 3 modalità 26mm 2.8J 800W - Doppio mandrino attacco rapido,d25134k-qs,"Tassellatore SDS-Plus 3 modalità 26mm 2.8J 800W - Doppio mandrino attacco rapido

",/images/dewalt_products_elettroutensili/TassellatoreSDS-Plus3modalità26mm28J800W-Doppiomandrinoattaccorapido.webp
Tassellatore SDS-Plus 3 modalità 26mm 2.8J 800W - Doppio mandrino attacco rapido,d25134k-qs,"Tassellatore SDS-Plus 3 modalità 26mm 2.8J 800W - Doppio mandrino attacco rapido

",/images/dewalt_products_elettroutensili/TassellatoreSDS-Plus3modalità26mm28J800W-Doppiomandrinoattaccorapido.webp
Smerigliatrice angolare 230mm 2200W,dwe492-qs,"Smerigliatrice angolare 230mm 2200W

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare230mm2200W.webp
"Martello Demolitore Exe 28mm, 1800W, MOTORE BRUSHLESS, energia del colpo 41.0J (EPTA 05/2009), Peso 18.8Kg. DOTAZIONE: impugnatura laterale antivibrazione.",d25966-qs,"Martello Demolitore Exe 28mm, 1800W, MOTORE BRUSHLESS, energia del colpo 41.0J (EPTA 05/2009), Peso 18.8Kg. DOTAZIONE: impugnatura laterale antivibrazione.

Il D25966 fornisce 27 Joule di energia d'impatto per i lavori di demolizione più difficili in cantiere.\r\nNonostante le sue elevate prestazioni, questo martello demolitore presenta vibrazioni ridotte, pari a 7,0 m/s2, grazie al meccanismo flottante.",/images/dewalt_products_elettroutensili/MartelloDemolitoreExe28mm1800WMOTOREBRUSHLESSenergiadelcolpo410JEPTA052009Peso188KgDOTAZIONEimpugnaturalateraleantivibrazione.webp
"Avvitatore Impulsi 1/4"" 18V XR 192Nm",dcf840d2t-qw,"Avvitatore Impulsi 1/4"" 18V XR 192Nm

L'avvitatore ad impulsi brushless DCF840 ¨ progettato per garantire prestazione e leggerezza. Il motore brushless eroga 192Nm di coppia e 3.200 giri al minuto per avvitare viti di grande diametro. Il design compatto fornisce un elevato comfort dâ€™uso e l'accesso in spazi ristretti, grazie a 3 LED ¨ possibile lavorare in ambienti poco illuminati.",/images/dewalt_products_elettroutensili/AvvitatoreImpulsi1418VXR192Nm.webp
"Avvitatore impulsi 1/4"" 192NM (solo corpo macchina)",dcf840nt-xj,"Avvitatore impulsi 1/4"" 192NM (solo corpo macchina)

L'avvitatore ad impulsi brushless DCF840 ¨ progettato per garantire prestazione e leggerezza. Il motore brushless eroga 192Nm di coppia e 3.200 giri al minuto per avvitare viti di grande diametro. Il design compatto fornisce un elevato comfort dâ€™uso e l'accesso in spazi ristretti, grazie a 3 LED ¨ possibile lavorare in ambienti poco illuminati.",/images/dewalt_products_elettroutensili/Avvitatoreimpulsi14192NMsolocorpomacchina.webp
"Avvitatore impulsi 1/4"" compatto XR 18V",dcf850nt-xj,"Avvitatore impulsi 1/4"" compatto XR 18V

Il pi¹ piccolo e potente avvitatore ad impulsi 18V XR offre maggior comfort e velocit  di applicazione. Offre 206Nm in un corpo compatto di 100mm di lunghezza perfetto per tutte quelle applicazioni in spazi ristretti. 3 modalit  dâ€™uso per un maggiore controllo, tra cui Precision Drive che impedisce che il materiale e l'elemento di fissaggio vengano danneggiati e 3 luci luce LED ad anello per offrire la migliore visibilit  negli ambienti pi¹ difficili senza ombre.",/images/dewalt_products_elettroutensili/Avvitatoreimpulsi14compattoXR18V.webp
"Avvitatore a Impulsi 1/4"" XR Litio 18V 5.0Ah BRUSHLESS",dcf887p2-qw,"Avvitatore a Impulsi 1/4"" XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/AvvitatoreaImpulsi14XRLitio18V50AhBRUSHLESS.webp
"Avvitatore impulsi 1/4"" compatto XR 18V 3 velocit",dcf850p2t-qw,"Avvitatore impulsi 1/4"" compatto XR 18V 3 velocit

Il pi¹ piccolo e potente avvitatore ad impulsi 18V XR offre maggior comfort e velocit  di applicazione. Offre 206Nm in un corpo compatto di 100mm di lunghezza perfetto per tutte quelle applicazioni in spazi ristretti. 3 modalit  dâ€™uso per un maggiore controllo, tra cui Precision Drive che impedisce che il materiale e l'elemento di fissaggio vengano danneggiati e 3 luci luce LED ad anello per offrire la migliore visibilit  negli ambienti pi¹ difficili senza ombre.",/images/dewalt_products_elettroutensili/Avvitatoreimpulsi14compattoXR18V3velocit.webp
"Avvitatore a Impulsi 1/4"" XR Litio 18V 2.0Ah BRUSHLESS",dcf887d2-qw,"Avvitatore a Impulsi 1/4"" XR Litio 18V 2.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/AvvitatoreaImpulsi14XRLitio18V20AhBRUSHLESS.webp
Martello Demolitore 10.5J 6Kg 1250W,d25832k-qs,"Martello Demolitore 10.5J 6Kg 1250W

",/images/dewalt_products_elettroutensili/MartelloDemolitore105J6Kg1250W.webp
Martello Demo-perforatore 45mm 10.5J XR Flexvolt 54V 2 x FV 9.0Ah,dch614x2-qw,"Martello Demo-perforatore 45mm 10.5J XR Flexvolt 54V 2 x FV 9.0Ah

The first DEWALT Hammer drill to feature Wireless Tool Control built-in. The DEWALT 54V brushless motor and high capacity 54V battery delivers 10.5 Joules of impact energy which offers a maximum drilling capacity of 45mm into solid concrete. Despite its high performance the DCH614 features class leading vibration of 8.4m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatore45mm105JXRFlexvolt54V2xFV90Ah.webp
"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)",dcf897nt-xj,"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)

The solution for industrial high torque applications delivering 950 Nm of max torque and 1625 Nm of max break away torque now available with a 3/4"" anvil.",/images/dewalt_products_elettroutensili/AvviatoreaImpulsiadAltaPotenzaAttacco34XR18Vinvaligettasenzabatterieecaricbatteria.webp
Avvitatore compatto giroscopico 7.2V Litio,dcf680g2-qw,"Avvitatore compatto giroscopico 7.2V Litio

",/images/dewalt_products_elettroutensili/Avvitatorecompattogiroscopico72VLitio.webp
"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK",dcf921e2t-qw,"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK

",/images/dewalt_products_elettroutensili/AVVITATOREIMPULSICOMPATTO12BRUSHLESSXR18VPOWERSTACK.webp
Smergliatrice angolare 125mm 1500W Elettronica - No-Volt,dwe4257-qs,"Smergliatrice angolare 125mm 1500W Elettronica - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare125mm1500WElettronica-No-Volt.webp
"Tassellatore SDS-Plus a ""L"" 3 modalità 30mm 3.5J 950W con AVC - Doppio mandrino attacco rapido",d25334k-qs,"Tassellatore SDS-Plus a ""L"" 3 modalità 30mm 3.5J 950W con AVC - Doppio mandrino attacco rapido

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusaL3modalità30mm35J950WconAVC-Doppiomandrinoattaccorapido.webp
Smergliatrice angolare 125mm 1200W - No-Volt,dwe4217-qs,"Smergliatrice angolare 125mm 1200W - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare125mm1200W-No-Volt.webp
"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 1/2” HOG RING. Coppia di serraggio 1355Nm, Coppia di picco 1898Nm",dcf900h2t-qw,"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 1/2” HOG RING. Coppia di serraggio 1355Nm, Coppia di picco 1898Nm

",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsialtapotenza4modalità18VXRBRUSHLESSattacco12HOGRINGCoppiadiserraggio1355NmCoppiadipicco1898Nm.webp
TRAPANO AVVITATORE MULTITESTA XR 12V,dcd703l2t-qw,"TRAPANO AVVITATORE MULTITESTA XR 12V

Il trapano avvitatore multiteste senza spazzole 12V XR permette di svolgere un'ampia gamma di lavori con incredibile versatilit . Progettato per agevolare l'accesso in spazi difficili da raggiungere, questo trapano avvitatore multitesta presenta 4 soluzioni di attacco dedicate. In dotazione un mandrino attacco esagonale Â¼â€ ad angolo retto, un mandrino eccentrico attacco esagonale 1/4â€, un mandrino ribassato attacco esagonale 1/4â€, un mandrino autoserante 10mm. Cambia comodamente gli inserti usando una sola mano grazie allo sgancio rapido. Il trapano ha 2 velocit  e 15 punti di frizione per il controllo in ogni applicazioni.",/images/dewalt_products_elettroutensili/TRAPANOAVVITATOREMULTITESTAXR12V.webp
TRAPANO AVVITATORE MULTITESTA XR 12V,dcd703l2t-qw,"TRAPANO AVVITATORE MULTITESTA XR 12V

Il trapano avvitatore multiteste senza spazzole 12V XR permette di svolgere un'ampia gamma di lavori con incredibile versatilit . Progettato per agevolare l'accesso in spazi difficili da raggiungere, questo trapano avvitatore multitesta presenta 4 soluzioni di attacco dedicate. In dotazione un mandrino attacco esagonale Â¼â€ ad angolo retto, un mandrino eccentrico attacco esagonale 1/4â€, un mandrino ribassato attacco esagonale 1/4â€, un mandrino autoserante 10mm. Cambia comodamente gli inserti usando una sola mano grazie allo sgancio rapido. Il trapano ha 2 velocit  e 15 punti di frizione per il controllo in ogni applicazioni.",/images/dewalt_products_elettroutensili/TRAPANOAVVITATOREMULTITESTAXR12V.webp
Trapano rotativo 2 Velocità 770W,d21441-qs,"Trapano rotativo 2 Velocità 770W

",/images/dewalt_products_elettroutensili/Trapanorotativo2Velocità770W.webp
Trapano Avviatore Compatto XR 12V 2 x 2.0Ah,dcd701d2-qw,"Trapano Avviatore Compatto XR 12V 2 x 2.0Ah

Il trapano avvitatore DCD701 12V XR è progettato per applicazioni di precisione come piccoli fori pilota, ma può anche gestire una punta da 20 mm in legno. Con una lunghezza di soli 152 mm, il trapano è sufficientemente piccolo da poter essere inserito nei posti più angusti e ha una potenza sufficiente per portare a termine il lavoro con una coppia di 57,5 Nm e una trasmissione a 2 velocità.  È inoltre dotato di un LED luminoso posizionato sul piede per illuminare tutte le aree di lavoro.",/images/dewalt_products_elettroutensili/TrapanoAvviatoreCompattoXR12V2x20Ah.webp
Tassellatore SDS-Plus XR FLEXVOLT 54V 9.0Ah BRUSHLESS Doppio Mandrino,dch334x2-qw,"Tassellatore SDS-Plus XR FLEXVOLT 54V 9.0Ah BRUSHLESS Doppio Mandrino

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRFLEXVOLT54V90AhBRUSHLESSDoppioMandrino.webp
Tassellatore SDS-Plus XR Litio 18V BRUSHLESS (senza batterie) in TSTAK,dch283nt-xj,"Tassellatore SDS-Plus XR Litio 18V BRUSHLESS (senza batterie) in TSTAK

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRLitio18VBRUSHLESSsenzabatterieinTSTAK.webp
Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS Doppio Mandrino,dch274p2t-qw,"Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS Doppio Mandrino

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRLitio18V50AhBRUSHLESSDoppioMandrino.webp
Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS,dch283p2-qw,"Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRLitio18V50AhBRUSHLESS.webp
Smerigliatrice 125mm XR 18V FLEXVOLT ADVANTAGE - Corpo macchina,dcg409nt-xj,"Smerigliatrice 125mm XR 18V FLEXVOLT ADVANTAGE - Corpo macchina

Gli utensili 18V XR con tecnologia FLEXVOLT ADVANTAGE sono progettati per riconoscere la batteria XR FLEXVOLT e fornire una potenza aggiuntiva, rispetto all'utilizzo di una batteria 18V XR, quando necessario per completare lavori più gravosi. Grazie a questa caratteristica l’utensile aumenta la versatilità consentendo a un prodotto 18V XR di gestire al meglio le diverse applicazioni ottimizzando in modo significativo la flessibilità e la produttività del professionista. La smerigliatrice DCG409 eroga fino al 54% di potenza in più con batteria XR FLEXVOLT DCB546 da 6AH rispetto all'utilizzo con batteria XR 18V da 5AH DCB184. Questa smerigliatrice rientra inoltre nell sistema Perform&Protect ed è quindi dotata di tutti gli accorgimenti necessari a garantire la massima sicurezza sul posto di lavoro.",/images/dewalt_products_elettroutensili/Smerigliatrice125mmXR18VFLEXVOLTADVANTAGE-Corpomacchina.webp
Tassellatore SDS-Plus 3 modalità 26mm 2.6J 800W,d25133k-qs,"Tassellatore SDS-Plus 3 modalità 26mm 2.6J 800W

",/images/dewalt_products_elettroutensili/TassellatoreSDS-Plus3modalità26mm26J800W.webp
Tassellatore SDS-Plus XR FLEXVOLT 54V BRUSHLESS (senza batterie) in TSTAK,dch323nt-xj,"Tassellatore SDS-Plus XR FLEXVOLT 54V BRUSHLESS (senza batterie) in TSTAK

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRFLEXVOLT54VBRUSHLESSsenzabatterieinTSTAK.webp
SDS-Max Demolition Hammer,d25872k-qs,"SDS-Max Demolition Hammer

8kg dedicated chipping hammer from DEWALT delivers 13.3 Joules of impact energy to tackle the toughest applications in a compact ergonomic design. Low hand arm vibration of 9.7m/s2 minimises user fatigue and improves operating periods.",/images/dewalt_products_elettroutensili/SDS-MaxDemolitionHammer.webp
"Smerigliatrice angolare 125mm. Motore BRUSHLESS. Potenza max resa 1647W, 9000 giri/min., max diametro disco 125 mm",dcg409h2t-qw,"Smerigliatrice angolare 125mm. Motore BRUSHLESS. Potenza max resa 1647W, 9000 giri/min., max diametro disco 125 mm

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mmMotoreBRUSHLESSPotenzamaxresa1647W9000giriminmaxdiametrodisco125mm.webp
Demolitore Exa 28mm 31Kg 62J 2100W con AVC,d25981k-qs,"Demolitore Exa 28mm 31Kg 62J 2100W con AVC

",/images/dewalt_products_elettroutensili/DemolitoreExa28mm31Kg62J2100WconAVC.webp
Smergliatrice angolare 125mm 1400W - No-Volt,dwe4237-qs,"Smergliatrice angolare 125mm 1400W - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare125mm1400W-No-Volt.webp
Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS,dch273p2t-qw,"Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRLitio18V50AhBRUSHLESS.webp
Avvitatore per cartongesso 18V XR - (Solo corpo macchina),dcf622nt-xj,"Avvitatore per cartongesso 18V XR - (Solo corpo macchina)

",/images/dewalt_products_elettroutensili/Avvitatorepercartongesso18VXR-Solocorpomacchina.webp
Smerigliatrice 125mm XR Litio 18V 5.0Ah BRUSHLESS,dcg405p2-qw,"Smerigliatrice 125mm XR Litio 18V 5.0Ah BRUSHLESS

Get better performance, runtime and less service costs with DCG405 brushless angle grinder.\r\n The electronic clutch reduces kick back in the event of a stall and the electronic brake ensures the disc stops quickly and safely.",/images/dewalt_products_elettroutensili/Smerigliatrice125mmXRLitio18V50AhBRUSHLESS.webp
Trapano con percussione 2 velocità 950W,dwd522ks-qs,"Trapano con percussione 2 velocità 950W

",/images/dewalt_products_elettroutensili/Trapanoconpercussione2velocità950W.webp
Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC,d25810k-qs,"Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC

",/images/dewalt_products_elettroutensili/DemolitoreSDS-MAX5Kg71J1050WconAVC.webp
Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC,d25810k-qs,"Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC

",/images/dewalt_products_elettroutensili/DemolitoreSDS-MAX5Kg71J1050WconAVC.webp
Miscelatore a doppia impugnatura XR 54v Flexvolt 2x9.0Ah,dcd240x2-qw,"Miscelatore a doppia impugnatura XR 54v Flexvolt 2x9.0Ah

",/images/dewalt_products_elettroutensili/MiscelatoreadoppiaimpugnaturaXR54vFlexvolt2x90Ah.webp
Estensione per DCN890,dcn8905-xj,"Estensione per DCN890

No more lifts. No more ladders. Drive straight from the ground to the ceiling with the extension pole tool. With 2.4m of reach for higher jobs, the adjustable pole tool system makes shooting overhead much easier. The adjustable pole tool system can be easily shortened or extended, and packs down for convenient job site storage",/images/dewalt_products_elettroutensili/EstensioneperDCN890.webp
Smerigliatrice angolare grande da 2600 W 230 mm,dwe496-qs,"Smerigliatrice angolare grande da 2600 W 230 mm

",/images/dewalt_products_elettroutensili/Smerigliatriceangolaregrandeda2600W230mm.webp
"Avvitatore impulsi Attacco 1/2"" Hog Ring 18V XR Brushless  (2 batterie Powerstack 5Ah)",dcf891h2t-qw,"Avvitatore impulsi Attacco 1/2"" Hog Ring 18V XR Brushless  (2 batterie Powerstack 5Ah)

",/images/dewalt_products_elettroutensili/AvvitatoreimpulsiAttacco12HogRing18VXRBrushless2batteriePowerstack5Ah.webp
Demolitore SDS-MAX 10Kg 19J 1550W con AVC,d25902k-qs,"Demolitore SDS-MAX 10Kg 19J 1550W con AVC

",/images/dewalt_products_elettroutensili/DemolitoreSDS-MAX10Kg19J1550WconAVC.webp
"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)",dcf897nt-xj,"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)

The solution for industrial high torque applications delivering 950 Nm of max torque and 1625 Nm of max break away torque now available with a 3/4"" anvil.",/images/dewalt_products_elettroutensili/AvviatoreaImpulsiadAltaPotenzaAttacco34XR18Vinvaligettasenzabatterieecaricbatteria.webp
Avvitatore compatto giroscopico 7.2V Litio,dcf680g2-qw,"Avvitatore compatto giroscopico 7.2V Litio

",/images/dewalt_products_elettroutensili/Avvitatorecompattogiroscopico72VLitio.webp
"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK",dcf921e2t-qw,"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK

",/images/dewalt_products_elettroutensili/AVVITATOREIMPULSICOMPATTO12BRUSHLESSXR18VPOWERSTACK.webp
Smergliatrice angolare 125mm 1500W Elettronica - No-Volt,dwe4257-qs,"Smergliatrice angolare 125mm 1500W Elettronica - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare125mm1500WElettronica-No-Volt.webp
