name,Marca,Descrizione,image_url
Kit completo doccia in colore nero opaco Gattoni Easy 2217/22NO,Gattoni,"Marca: Gattoni Rubinetteria
Serie: easy
n°2 eccentrici 1/2""G
attacco inferiore 1/2""G
Materiale: ottone
Finitura: nero opaco",/images/gattoni_prodotti/KitcompletodocciaincoloreneroopacoGattoniEasy221722NO.webp
Kit completo doccia in colore oro 24K Gattoni Orta KT100/27D0.OL,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Orta Old
Miscelatore meccanico
Corpo da incasso GBOX incluso
Installazione cartongesso : SI
Deviatore
Connessioni 1/2""G
Braccio doccia 390 mm
Soffione in ottone Ø200 mm
Doccia in ottone anti-calcare
Presa acqua connessione 1/2""G
Flessibile 150 cm in ottone
Colore: oro 24K",/images/gattoni_prodotti/Kitcompletodocciaincoloreoro24KGattoniOrtaKT10027D0OL.webp
Kit doccia a doppia leva completo di braccio e soffione doccia nero opaco Gattoni TAOLOS 1509015NO,Gattoni,"Marca: Gattoni
Serie: Taolos
Rubinetti incasso acqua Calda e Fredda
Soffione doccia in ottone Ø25 cm
Braccio doccia 38 cm
Corpi incasso inclusi
Materiale: ottone
Colore: Nero opaco",/images/gattoni_prodotti/KitdocciaadoppialevacompletodibraccioesoffionedoccianeroopacoGattoniTAOLOS1509015NO.webp
Kit doccia acciaio spazzolato completo modello quadro Gattoni SQUARE KTQ15/PDNS,Gattoni,"Marca: Gattoni Rubinetterie
Serie: SQUARE
Miscelatore doccia incasso
corpo incasso incluso
connessione 1/2""G
Placca in metallo 150 x 90 mm
supporto doccia in metallo con presa acqua
Flessibile 150 cm incluso
braccio doccia in ottone 400 mm
Soffione doccia in ottone 250 x 250 mm
doccia singolo getto in metallo
Materiale: ottone
Colore: acciaio spazzolato",/images/gattoni_prodotti/KitdocciaacciaiospazzolatocompletomodelloquadroGattoniSQUAREKTQ15PDNS.webp
Kit doccia ad 1 uscita in ottone colore cromo con soffione tondo Gattoni Easy 1491/PDC0,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Easy
Miscelatore doccia incasso
1 uscita
Corpo incasso incluso
Piastra tonda Ø110 mm
Braccio doccia lungo 40 cm
Soffione tondo
Attacchi standard 1/2""G inclusi
Materiale: ottone
Colore: cromo",/images/gattoni_prodotti/Kitdocciaad1uscitainottonecolorecromoconsoffionetondoGattoniEasy1491PDC0.webp
Kit doccia completo colore acciaio spazzolato Gattoni Avio AV715/PDNS,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Avio
Corpo incasso con scatola ispezionabile incluso
Placca in ottone Ø 200 mm
Deviatore 2 uscite
Doccetta monogetto in ottone
Presa acqua da incasso tonda con supporto a muro
Flessibile 150 cm incluso
Soffione anti-calcare Ø 250 mm
Braccio doccia 400 mm
Materiale: ottone
Finitura: acciaio spazzolato",/images/gattoni_prodotti/KitdocciacompletocoloreacciaiospazzolatoGattoniAvioAV715PDNS.webp
Kit doccia completo colore bianco opaco Gattoni Avio AV715/PDBO,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Avio
Corpo incasso con scatola ispezionabile incluso
Placca in ottone Ø 200 mm
Deviatore 2 uscite
Doccetta monogetto in ottone
Presa acqua da incasso tonda con supporto a muro
Flessibile 150 cm incluso
Soffione anti-calcare Ø 250 mm
Braccio doccia 400 mm
Materiale: ottone
Finitura: bianco opaco",/images/gattoni_prodotti/KitdocciacompletocolorebiancoopacoGattoniAvioAV715PDBO.webp
Kit doccia completo colore cromo Gattoni Avio AV715/PDC0,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Avio
Corpo incasso con scatola ispezionabile incluso
Placca in ottone Ø 200 mm
Deviatore 2 uscite
Doccetta monogetto in ottone
Presa acqua da incasso tonda con supporto a muro
Flessibile 150 cm incluso
Soffione anti-calcare Ø 250 mm
Braccio doccia 400 mm
Materiale: ottone
Finitura: cromo",/images/gattoni_prodotti/KitdocciacompletocolorecromoGattoniAvioAV715PDC0.webp
Kit doccia completo colore nero opaco Gattoni Avio AV715/PDNO,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Avio
Corpo incasso con scatola ispezionabile incluso
Placca in ottone Ø 200 mm
Deviatore 2 uscite
Doccetta monogetto in ottone
Presa acqua da incasso tonda con supporto a muro
Flessibile 150 cm incluso
Soffione anti-calcare Ø 250 mm
Braccio doccia 400 mm
Materiale: ottone
Finitura: nero opaco",/images/gattoni_prodotti/KitdocciacompletocoloreneroopacoGattoniAvioAV715PDNO.webp
Kit doccia completo colore oro con miscelatore 2 uscite Gattoni Easy 1490/PDD0,Gattoni,"Marca: Gattoni Rubinetteria
Serie: Easy
Deviatore 2 uscite
Placca Ø 200 mm
Attacchi standard 1/2""G inclusi
Corpo incasso incluso
Braccio doccia 385 mm
Soffione doccia Ø 250 mm
Doccetta monogetto anticalcare
Supporto doccia con presa acqua
Flessibile 1500 mm in ottone
Materiale: ottone
Colore: oro",/images/gattoni_prodotti/Kitdocciacompletocoloreoroconmiscelatore2usciteGattoniEasy1490PDD0.webp
